[13:43:02]  [System] A corrupted file has been entered. Requesting new one... 
[18:13:29]  [TCP] File data received: 1030144
[18:13:29]  [TCP] File data received: 1032192
[18:13:29]  [TCP] File data received: 1034240
[18:13:29]  [TCP] File data received: 1036288
[18:13:29]  [TCP] File data received: 1038336
[18:13:29]  [TCP] File data received: 1040384
[18:13:29]  [TCP] File data received: 1042432
[18:13:29]  [TCP] File data received: 1044480
[18:13:29]  [TCP] File data received: 1046528
[18:13:29]  [TCP] File data received: 1048576
[18:13:29]  [TCP] File data received: 1050624
[18:13:29]  [TCP] File data received: 1052672
[18:13:29]  [TCP] File data received: 1054720
[18:13:29]  [TCP] File data received: 1056768
[18:13:29]  [TCP] File data received: 1058816
[18:13:29]  [TCP] File data received: 1060864
[18:13:29]  [TCP] File data received: 1062912
[18:13:29]  [TCP] File data received: 1064960
[18:13:29]  [TCP] File data received: 1067008
[18:13:29]  [TCP] File data received: 1069056
[18:13:29]  [TCP] File data received: 1071104
[18:13:29]  [TCP] File data received: 1073152
[18:13:29]  [TCP] File data received: 1075200
[18:13:29]  [TCP] File data received: 1077248
[18:13:29]  [TCP] File data received: 1079296
[18:13:29]  [TCP] File data received: 1081344
[18:13:29]  [TCP] File data received: 1083392
[18:13:30]  [TCP] File data received: 1085440
[18:13:30]  [TCP] File data received: 1087488
[18:13:30]  [TCP] File data received: 1089536
[18:13:30]  [TCP] File data received: 1091584
[18:13:30]  [TCP] File data received: 1093632
[18:13:30]  [TCP] File data received: 1095680
[18:13:30]  [TCP] File data received: 1097728
[18:13:30]  [TCP] File data received: 1099776
[18:13:30]  [TCP] File data received: 1101824
[18:13:30]  [TCP] File data received: 1103872
[18:13:30]  [TCP] File data received: 1105920
[18:13:30]  [TCP] File data received: 1107968
[18:13:30]  [TCP] File data received: 1110016
[18:13:30]  [TCP] File data received: 1112064
[18:13:30]  [TCP] File data received: 1114112
[18:13:30]  [TCP] File data received: 1116160
[18:13:30]  [TCP] File data received: 1118208
[18:13:30]  [TCP] File data received: 1120256
[18:13:30]  [TCP] File data received: 1122304
[18:13:30]  [TCP] File data received: 1124352
[18:13:30]  [TCP] File data received: 1126400
[18:13:30]  [TCP] File data received: 1128448
[18:13:30]  [TCP] File data received: 1130496
[18:13:30]  [TCP] File data received: 1132544
[18:13:30]  [TCP] File data received: 1134592
[18:13:30]  [TCP] File data received: 1136640
[18:13:30]  [TCP] File data received: 1138688
[18:13:30]  [TCP] File data received: 1140736
[18:13:30]  [TCP] File data received: 1142784
[18:13:30]  [TCP] File data received: 1144832
[18:13:30]  [TCP] File data received: 1146880
[18:13:30]  [TCP] File data received: 1148928
[18:13:30]  [TCP] File data received: 1150976
[18:13:30]  [TCP] File data received: 1153024
[18:13:30]  [TCP] File data received: 1155072
[18:13:30]  [TCP] File data received: 1157120
[18:13:30]  [TCP] File data received: 1159168
[18:13:30]  [TCP] File data received: 1161216
[18:13:30]  [TCP] File data received: 1163264
[18:13:30]  [TCP] File data received: 1165312
[18:13:30]  [TCP] File data received: 1167360
[18:13:30]  [TCP] File data received: 1169408
[18:13:30]  [TCP] File data received: 1171456
[18:13:30]  [TCP] File data received: 1173504
[18:13:30]  [TCP] File data received: 1175552
[18:13:30]  [TCP] File data received: 1177600
[18:13:30]  [TCP] File data received: 1179648
[18:13:30]  [TCP] File data received: 1181696
[18:13:30]  [TCP] File data received: 1183744
[18:13:30]  [TCP] File data received: 1185792
[18:13:30]  [TCP] File data received: 1187840
[18:13:30]  [TCP] File data received: 1189888
[18:13:30]  [TCP] File data received: 1191936
[18:13:30]  [TCP] File data received: 1193984
[18:13:30]  [TCP] File data received: 1196032
[18:13:30]  [TCP] File data received: 1198080
[18:13:30]  [TCP] File data received: 1200128
[18:13:30]  [TCP] File data received: 1202176
[18:13:30]  [TCP] File data received: 1204224
[18:13:30]  [TCP] File data received: 1206272
[18:13:30]  [TCP] File data received: 1208320
[18:13:30]  [TCP] File data received: 1210368
[18:13:30]  [TCP] File data received: 1212416
[18:13:30]  [TCP] File data received: 1214464
[18:13:30]  [TCP] File data received: 1216512
[18:13:30]  [TCP] File data received: 1218560
[18:13:30]  [TCP] File data received: 1220608
[18:13:30]  [TCP] File data received: 1222656
[18:13:30]  [TCP] File data received: 1224704
[18:13:30]  [TCP] File data received: 1226752
[18:13:30]  [TCP] File data received: 1228800
[18:13:30]  [TCP] File data received: 1230848
[18:13:30]  [TCP] File data received: 1232896
[18:13:30]  [TCP] File data received: 1234944
[18:13:30]  [TCP] File data received: 1236992
[18:13:30]  [TCP] File data received: 1239040
[18:13:30]  [TCP] File data received: 1241088
[18:13:30]  [TCP] File data received: 1243136
[18:13:30]  [TCP] File data received: 1245184
[18:13:30]  [TCP] File data received: 1247232
[18:13:30]  [TCP] File data received: 1249280
[18:13:30]  [TCP] File data received: 1251328
[18:13:30]  [TCP] File data received: 1253376
[18:13:30]  [TCP] File data received: 1255424
[18:13:30]  [TCP] File data received: 1257472
[18:13:30]  [TCP] File data received: 1259520
[18:13:30]  [TCP] File data received: 1261568
[18:13:30]  [TCP] File data received: 1263616
[18:13:30]  [TCP] File data received: 1265664
[18:13:30]  [TCP] File data received: 1267712
[18:13:30]  [TCP] File data received: 1269760
[18:13:30]  [TCP] File data received: 1271808
[18:13:30]  [TCP] File data received: 1273856
[18:13:30]  [TCP] File data received: 1275904
[18:13:30]  [TCP] File data received: 1277952
[18:13:30]  [TCP] File data received: 1280000
[18:13:30]  [TCP] File data received: 1282048
[18:13:30]  [TCP] File data received: 1284096
[18:13:30]  [TCP] File data received: 1286144
[18:13:30]  [TCP] File data received: 1288192
[18:13:30]  [TCP] File data received: 1290240
[18:13:30]  [TCP] File data received: 1292288
[18:13:30]  [TCP] File data received: 1294336
[18:13:30]  [TCP] File data received: 1296384
[18:13:30]  [TCP] File data received: 1298432
[18:13:30]  [TCP] File data received: 1300480
[18:13:30]  [TCP] File data received: 1302528
[18:13:30]  [TCP] File data received: 1304576
[18:13:30]  [TCP] File data received: 1306624
[18:13:30]  [TCP] File data received: 1308672
[18:13:30]  [TCP] File data received: 1310720
[18:13:30]  [TCP] File data received: 1312768
[18:13:30]  [TCP] File data received: 1314816
[18:13:30]  [TCP] File data received: 1316864
[18:13:30]  [TCP] File data received: 1318912
[18:13:30]  [TCP] File data received: 1320960
[18:13:30]  [TCP] File data received: 1323008
[18:13:30]  [TCP] File data received: 1325056
[18:13:30]  [TCP] File data received: 1327104
[18:13:30]  [TCP] File data received: 1329152
[18:13:30]  [TCP] File data received: 1331200
[18:13:30]  [TCP] File data received: 1333248
[18:13:30]  [TCP] File data received: 1335296
[18:13:30]  [TCP] File data received: 1337344
[18:13:30]  [TCP] File data received: 1339392
[18:13:30]  [TCP] File data received: 1341440
[18:13:30]  [TCP] File data received: 1343488
[18:13:30]  [TCP] File data received: 1345536
[18:13:30]  [TCP] File data received: 1347584
[18:13:30]  [TCP] File data received: 1349632
[18:13:30]  [TCP] File data received: 1351680
[18:13:30]  [TCP] File data received: 1353728
[18:13:30]  [TCP] File data received: 1355776
[18:13:30]  [TCP] File data received: 1357824
[18:13:30]  [TCP] File data received: 1359872
[18:13:30]  [TCP] File data received: 1361920
[18:13:30]  [TCP] File data received: 1363968
[18:13:30]  [TCP] File data received: 1366016
[18:13:30]  [TCP] File data received: 1368064
[18:13:30]  [TCP] File data received: 1370112
[18:13:30]  [TCP] File data received: 1372160
[18:13:30]  [TCP] File data received: 1374208
[18:13:30]  [TCP] File data received: 1376256
[18:13:30]  [TCP] File data received: 1378304
[18:13:30]  [TCP] File data received: 1380352
[18:13:30]  [TCP] File data received: 1382400
[18:13:30]  [TCP] File data received: 1384448
[18:13:30]  [TCP] File data received: 1386496
[18:13:30]  [TCP] File data received: 1388544
[18:13:30]  [TCP] File data received: 1390592
[18:13:30]  [TCP] File data received: 1392640
[18:13:30]  [TCP] File data received: 1394688
[18:13:30]  [TCP] File data received: 1396736
[18:13:30]  [TCP] File data received: 1398784
[18:13:30]  [TCP] File data received: 1400832
[18:13:30]  [TCP] File data received: 1402880
[18:13:30]  [TCP] File data received: 1404928
[18:13:30]  [TCP] File data received: 1406976
[18:13:30]  [TCP] File data received: 1409024
[18:13:30]  [TCP] File data received: 1411072
[18:13:30]  [TCP] File data received: 1413120
[18:13:30]  [TCP] File data received: 1415168
[18:13:30]  [TCP] File data received: 1417216
[18:13:30]  [TCP] File data received: 1419264
[18:13:30]  [TCP] File data received: 1421312
[18:13:30]  [TCP] File data received: 1423360
[18:13:30]  [TCP] File data received: 1425408
[18:13:30]  [TCP] File data received: 1427456
[18:13:30]  [TCP] File data received: 1429504
[18:13:30]  [TCP] File data received: 1431552
[18:13:30]  [TCP] File data received: 1433600
[18:13:30]  [TCP] File data received: 1435648
[18:13:30]  [TCP] File data received: 1437696
[18:13:30]  [TCP] File data received: 1439744
[18:13:30]  [TCP] File data received: 1441792
[18:13:30]  [TCP] File data received: 1443840
[18:13:30]  [TCP] File data received: 1445888
[18:13:30]  [TCP] File data received: 1447936
[18:13:30]  [TCP] File data received: 1449984
[18:13:30]  [TCP] File data received: 1452032
[18:13:30]  [TCP] File data received: 1454080
[18:13:30]  [TCP] File data received: 1456128
[18:13:30]  [TCP] File data received: 1458176
[18:13:30]  [TCP] File data received: 1460224
[18:13:30]  [TCP] File data received: 1462272
[18:13:30]  [TCP] File data received: 1464320
[18:13:30]  [TCP] File data received: 1466368
[18:13:30]  [TCP] File data received: 1468416
[18:13:30]  [TCP] File data received: 1470464
[18:13:30]  [TCP] File data received: 1472512
[18:13:30]  [TCP] File data received: 1474560
[18:13:30]  [TCP] File data received: 1476608
[18:13:30]  [TCP] File data received: 1478656
[18:13:30]  [TCP] File data received: 1480704
[18:13:30]  [TCP] File data received: 1482752
[18:13:30]  [TCP] File data received: 1484800
[18:13:30]  [TCP] File data received: 1486848
[18:13:30]  [TCP] File data received: 1488896
[18:13:30]  [TCP] File data received: 1490944
[18:13:30]  [TCP] File data received: 1492992
[18:13:30]  [TCP] File data received: 1495040
[18:13:30]  [TCP] File data received: 1497088
[18:13:30]  [TCP] File data received: 1499136
[18:13:30]  [TCP] File data received: 1501184
[18:13:30]  [TCP] File data received: 1503232
[18:13:30]  [TCP] File data received: 1505280
[18:13:30]  [TCP] File data received: 1507328
[18:13:30]  [TCP] File data received: 1509376
[18:13:30]  [TCP] File data received: 1511424
[18:13:30]  [TCP] File data received: 1513472
[18:13:30]  [TCP] File data received: 1515520
[18:13:30]  [TCP] File data received: 1517568
[18:13:30]  [TCP] File data received: 1519616
[18:13:30]  [TCP] File data received: 1521664
[18:13:30]  [TCP] File data received: 1523712
[18:13:30]  [TCP] File data received: 1525760
[18:13:30]  [TCP] File data received: 1527808
[18:13:30]  [TCP] File data received: 1529856
[18:13:30]  [TCP] File data received: 1531904
[18:13:30]  [TCP] File data received: 1533952
[18:13:30]  [TCP] File data received: 1536000
[18:13:30]  [TCP] File data received: 1538048
[18:13:30]  [TCP] File data received: 1540096
[18:13:30]  [TCP] File data received: 1542144
[18:13:30]  [TCP] File data received: 1544192
[18:13:30]  [TCP] File data received: 1546240
[18:13:30]  [TCP] File data received: 1548288
[18:13:30]  [TCP] File data received: 1550336
[18:13:30]  [TCP] File data received: 1552384
[18:13:30]  [TCP] File data received: 1554432
[18:13:30]  [TCP] File data received: 1556480
[18:13:30]  [TCP] File data received: 1558528
[18:13:30]  [TCP] File data received: 1560576
[18:13:30]  [TCP] File data received: 1562624
[18:13:30]  [TCP] File data received: 1564672
[18:13:30]  [TCP] File data received: 1566720
[18:13:30]  [TCP] File data received: 1568768
[18:13:30]  [TCP] File data received: 1570816
[18:13:30]  [TCP] File data received: 1572864
[18:13:30]  [TCP] File data received: 1574912
[18:13:30]  [TCP] File data received: 1576960
[18:13:30]  [TCP] File data received: 1579008
[18:13:30]  [TCP] File data received: 1581056
[18:13:30]  [TCP] File data received: 1583104
[18:13:30]  [TCP] File data received: 1585152
[18:13:30]  [TCP] File data received: 1587200
[18:13:30]  [TCP] File data received: 1589248
[18:13:30]  [TCP] File data received: 1591296
[18:13:30]  [TCP] File data received: 1593344
[18:13:30]  [TCP] File data received: 1595392
[18:13:30]  [TCP] File data received: 1597440
[18:13:30]  [TCP] File data received: 1599488
[18:13:30]  [TCP] File data received: 1601536
[18:13:30]  [TCP] File data received: 1603584
[18:13:30]  [TCP] File data received: 1605632
[18:13:30]  [TCP] File data received: 1607680
[18:13:30]  [TCP] File data received: 1609728
[18:13:30]  [TCP] File data received: 1611776
[18:13:30]  [TCP] File data received: 1613824
[18:13:30]  [TCP] File data received: 1615872
[18:13:30]  [TCP] File data received: 1617920
[18:13:30]  [TCP] File data received: 1619968
[18:13:30]  [TCP] File data received: 1622016
[18:13:30]  [TCP] File data received: 1624064
[18:13:30]  [TCP] File data received: 1626112
[18:13:30]  [TCP] File data received: 1628160
[18:13:30]  [TCP] File data received: 1630208
[18:13:30]  [TCP] File data received: 1632256
[18:13:30]  [TCP] File data received: 1634304
[18:13:30]  [TCP] File data received: 1636352
[18:13:30]  [TCP] File data received: 1638400
[18:13:30]  [TCP] File data received: 1640448
[18:13:30]  [TCP] File data received: 1642496
[18:13:30]  [TCP] File data received: 1644544
[18:13:30]  [TCP] File data received: 1646592
[18:13:30]  [TCP] File data received: 1648640
[18:13:30]  [TCP] File data received: 1650688
[18:13:30]  [TCP] File data received: 1652736
[18:13:30]  [TCP] File data received: 1654784
[18:13:30]  [TCP] File data received: 1656832
[18:13:30]  [TCP] File data received: 1658880
[18:13:30]  [TCP] File data received: 1660928
[18:13:30]  [TCP] File data received: 1662976
[18:13:30]  [TCP] File data received: 1665024
[18:13:30]  [TCP] File data received: 1667072
[18:13:30]  [TCP] File data received: 1669120
[18:13:30]  [TCP] File data received: 1671168
[18:13:30]  [TCP] File data received: 1673216
[18:13:30]  [TCP] File data received: 1675264
[18:13:30]  [TCP] File data received: 1677312
[18:13:30]  [TCP] File data received: 1679360
[18:13:30]  [TCP] File data received: 1681408
[18:13:30]  [TCP] File data received: 1683456
[18:13:30]  [TCP] File data received: 1685504
[18:13:30]  [TCP] File data received: 1687552
[18:13:30]  [TCP] File data received: 1689600
[18:13:30]  [TCP] File data received: 1691648
[18:13:30]  [TCP] File data received: 1693696
[18:13:30]  [TCP] File data received: 1695744
[18:13:30]  [TCP] File data received: 1697792
[18:13:30]  [TCP] File data received: 1699840
[18:13:30]  [TCP] File data received: 1701888
[18:13:30]  [TCP] File data received: 1703936
[18:13:30]  [TCP] File data received: 1705984
[18:13:30]  [TCP] File data received: 1708032
[18:13:30]  [TCP] File data received: 1710080
[18:13:30]  [TCP] File data received: 1712128
[18:13:30]  [TCP] File data received: 1714176
[18:13:30]  [TCP] File data received: 1716224
[18:13:30]  [TCP] File data received: 1718272
[18:13:30]  [TCP] File data received: 1720320
[18:13:30]  [TCP] File data received: 1722368
[18:13:30]  [TCP] File data received: 1724416
[18:13:30]  [TCP] File data received: 1726464
[18:13:30]  [TCP] File data received: 1728512
[18:13:30]  [TCP] File data received: 1730560
[18:13:30]  [TCP] File data received: 1732608
[18:13:30]  [TCP] File data received: 1734656
[18:13:30]  [TCP] File data received: 1736704
[18:13:30]  [TCP] File data received: 1738752
[18:13:30]  [TCP] File data received: 1740800
[18:13:30]  [TCP] File data received: 1742848
[18:13:30]  [TCP] File data received: 1744896
[18:13:30]  [TCP] File data received: 1746944
[18:13:30]  [TCP] File data received: 1748992
[18:13:30]  [TCP] File data received: 1751040
[18:13:30]  [TCP] File data received: 1753088
[18:13:30]  [TCP] File data received: 1755136
[18:13:30]  [TCP] File data received: 1757184
[18:13:30]  [TCP] File data received: 1759232
[18:13:30]  [TCP] File data received: 1761280
[18:13:30]  [TCP] File data received: 1763328
[18:13:30]  [TCP] File data received: 1765376
[18:13:30]  [TCP] File data received: 1767424
[18:13:30]  [TCP] File data received: 1769472
[18:13:30]  [TCP] File data received: 1771520
[18:13:30]  [TCP] File data received: 1773568
[18:13:30]  [TCP] File data received: 1775616
[18:13:30]  [TCP] File data received: 1777664
[18:13:30]  [TCP] File data received: 1779712
[18:13:30]  [TCP] File data received: 1781760
[18:13:30]  [TCP] File data received: 1783808
[18:13:30]  [TCP] File data received: 1785856
[18:13:30]  [TCP] File data received: 1787904
[18:13:30]  [TCP] File data received: 1789952
[18:13:30]  [TCP] File data received: 1792000
[18:13:30]  [TCP] File data received: 1794048
[18:13:30]  [TCP] File data received: 1796096
[18:13:30]  [TCP] File data received: 1798144
[18:13:30]  [TCP] File data received: 1800192
[18:13:30]  [TCP] File data received: 1802240
[18:13:30]  [TCP] File data received: 1804288
[18:13:30]  [TCP] File data received: 1806336
[18:13:30]  [TCP] File data received: 1808384
[18:13:30]  [TCP] File data received: 1810432
[18:13:30]  [TCP] File data received: 1812480
[18:13:30]  [TCP] File data received: 1814528
[18:13:30]  [TCP] File data received: 1816576
[18:13:30]  [TCP] File data received: 1818624
[18:13:30]  [TCP] File data received: 1820672
[18:13:30]  [TCP] File data received: 1822720
[18:13:30]  [TCP] File data received: 1824768
[18:13:30]  [TCP] File data received: 1826816
[18:13:30]  [TCP] File data received: 1828864
[18:13:30]  [TCP] File data received: 1830912
[18:13:30]  [TCP] File data received: 1832960
[18:13:30]  [TCP] File data received: 1835008
[18:13:30]  [TCP] File data received: 1837056
[18:13:30]  [TCP] File data received: 1839104
[18:13:30]  [TCP] File data received: 1841152
[18:13:30]  [TCP] File data received: 1843200
[18:13:30]  [TCP] File data received: 1845248
[18:13:30]  [TCP] File data received: 1847296
[18:13:30]  [TCP] File data received: 1849344
[18:13:30]  [TCP] File data received: 1851392
[18:13:30]  [TCP] File data received: 1853440
[18:13:30]  [TCP] File data received: 1855488
[18:13:30]  [TCP] File data received: 1857536
[18:13:30]  [TCP] File data received: 1859584
[18:13:30]  [TCP] File data received: 1861632
[18:13:30]  [TCP] File data received: 1863680
[18:13:30]  [TCP] File data received: 1865728
[18:13:30]  [TCP] File data received: 1867776
[18:13:30]  [TCP] File data received: 1869824
[18:13:30]  [TCP] File data received: 1871872
[18:13:30]  [TCP] File data received: 1873920
[18:13:30]  [TCP] File data received: 1875968
[18:13:30]  [TCP] File data received: 1878016
[18:13:30]  [TCP] File data received: 1880064
[18:13:30]  [TCP] File data received: 1882112
[18:13:30]  [TCP] File data received: 1884160
[18:13:30]  [TCP] File data received: 1886208
[18:13:30]  [TCP] File data received: 1888256
[18:13:30]  [TCP] File data received: 1890304
[18:13:30]  [TCP] File data received: 1892352
[18:13:30]  [TCP] File data received: 1894400
[18:13:30]  [TCP] File data received: 1896448
[18:13:30]  [TCP] File data received: 1898496
[18:13:30]  [TCP] File data received: 1900544
[18:13:30]  [TCP] File data received: 1902592
[18:13:30]  [TCP] File data received: 1904640
[18:13:30]  [TCP] File data received: 1906688
[18:13:30]  [TCP] File data received: 1908736
[18:13:30]  [TCP] File data received: 1910784
[18:13:30]  [TCP] File data received: 1912832
[18:13:30]  [TCP] File data received: 1914880
[18:13:30]  [TCP] File data received: 1916928
[18:13:30]  [TCP] File data received: 1918976
[18:13:30]  [TCP] File data received: 1921024
[18:13:30]  [TCP] File data received: 1923072
[18:13:30]  [TCP] File data received: 1925120
[18:13:30]  [TCP] File data received: 1927168
[18:13:30]  [TCP] File data received: 1929216
[18:13:30]  [TCP] File data received: 1931264
[18:13:30]  [TCP] File data received: 1933312
[18:13:30]  [TCP] File data received: 1935360
[18:13:30]  [TCP] File data received: 1937408
[18:13:30]  [TCP] File data received: 1939456
[18:13:30]  [TCP] File data received: 1941504
[18:13:30]  [TCP] File data received: 1943552
[18:13:30]  [TCP] File data received: 1945600
[18:13:30]  [TCP] File data received: 1947648
[18:13:30]  [TCP] File data received: 1949696
[18:13:30]  [TCP] File data received: 1951744
[18:13:30]  [TCP] File data received: 1953792
[18:13:30]  [TCP] File data received: 1955840
[18:13:30]  [TCP] File data received: 1957888
[18:13:30]  [TCP] File data received: 1959936
[18:13:30]  [TCP] File data received: 1961984
[18:13:30]  [TCP] File data received: 1964032
[18:13:30]  [TCP] File data received: 1966080
[18:13:30]  [TCP] File data received: 1968128
[18:13:30]  [TCP] File data received: 1970176
[18:13:30]  [TCP] File data received: 1972224
[18:13:30]  [TCP] File data received: 1974272
[18:13:30]  [TCP] File data received: 1976320
[18:13:30]  [TCP] File data received: 1978368
[18:13:30]  [TCP] File data received: 1980416
[18:13:30]  [TCP] File data received: 1982464
[18:13:30]  [TCP] File data received: 1984512
[18:13:30]  [TCP] File data received: 1986560
[18:13:30]  [TCP] File data received: 1988608
[18:13:30]  [TCP] File data received: 1990656
[18:13:30]  [TCP] File data received: 1992704
[18:13:30]  [TCP] File data received: 1994752
[18:13:30]  [TCP] File data received: 1996800
[18:13:30]  [TCP] File data received: 1998848
[18:13:30]  [TCP] File data received: 2000896
[18:13:30]  [TCP] File data received: 2002944
[18:13:30]  [TCP] File data received: 2004992
[18:13:30]  [TCP] File data received: 2007040
[18:13:30]  [TCP] File data received: 2009088
[18:13:30]  [TCP] File data received: 2011136
[18:13:30]  [TCP] File data received: 2013184
[18:13:30]  [TCP] File data received: 2015232
[18:13:30]  [TCP] File data received: 2017280
[18:13:30]  [TCP] File data received: 2019328
[18:13:30]  [TCP] File data received: 2021376
[18:13:30]  [TCP] File data received: 2023424
[18:13:30]  [TCP] File data received: 2025472
[18:13:30]  [TCP] File data received: 2027520
[18:13:30]  [TCP] File data received: 2029568
[18:13:30]  [TCP] File data received: 2031616
[18:13:30]  [TCP] File data received: 2033664
[18:13:30]  [TCP] File data received: 2035712
[18:13:30]  [TCP] File data received: 2037760
[18:13:30]  [TCP] File data received: 2039808
[18:13:30]  [TCP] File data received: 2041856
[18:13:30]  [TCP] File data received: 2043904
[18:13:30]  [TCP] File data received: 2045952
[18:13:30]  [TCP] File data received: 2048000
[18:13:30]  [TCP] File data received: 2050048
[18:13:30]  [TCP] File data received: 2052096
[18:13:30]  [TCP] File data received: 2054144
[18:13:30]  [TCP] File data received: 2056192
[18:13:30]  [TCP] File data received: 2058240
[18:13:30]  [TCP] File data received: 2060288
[18:13:30]  [TCP] File data received: 2062336
[18:13:30]  [TCP] File data received: 2064384
[18:13:30]  [TCP] File data received: 2066432
[18:13:30]  [TCP] File data received: 2068480
[18:13:30]  [TCP] File data received: 2070528
[18:13:30]  [TCP] File data received: 2072576
[18:13:30]  [TCP] File data received: 2074624
[18:13:30]  [TCP] File data received: 2076672
[18:13:30]  [TCP] File data received: 2078720
[18:13:30]  [TCP] File data received: 2080768
[18:13:30]  [TCP] File data received: 2082816
[18:13:30]  [TCP] File data received: 2084864
[18:13:30]  [TCP] File data received: 2086912
[18:13:30]  [TCP] File data received: 2088960
[18:13:30]  [TCP] File data received: 2091008
[18:13:30]  [TCP] File data received: 2093056
[18:13:30]  [TCP] File data received: 2095104
[18:13:30]  [TCP] File data received: 2097152
[18:13:30]  [TCP] File data received: 2099200
[18:13:30]  [TCP] File data received: 2101248
[18:13:30]  [TCP] File data received: 2103296
[18:13:30]  [TCP] File data received: 2105344
[18:13:30]  [TCP] File data received: 2107392
[18:13:30]  [TCP] File data received: 2109440
[18:13:30]  [TCP] File data received: 2111488
[18:13:30]  [TCP] File data received: 2113536
[18:13:30]  [TCP] File data received: 2115584
[18:13:30]  [TCP] File data received: 2117632
[18:13:30]  [TCP] File data received: 2119680
[18:13:30]  [TCP] File data received: 2121728
[18:13:30]  [TCP] File data received: 2123776
[18:13:30]  [TCP] File data received: 2125824
[18:13:30]  [TCP] File data received: 2127872
[18:13:30]  [TCP] File data received: 2129920
[18:13:30]  [TCP] File data received: 2131968
[18:13:30]  [TCP] File data received: 2134016
[18:13:30]  [TCP] File data received: 2136064
[18:13:30]  [TCP] File data received: 2138112
[18:13:30]  [TCP] File data received: 2140160
[18:13:30]  [TCP] File data received: 2142208
[18:13:30]  [TCP] File data received: 2144256
[18:13:30]  [TCP] File data received: 2146304
[18:13:30]  [TCP] File data received: 2148352
[18:13:30]  [TCP] File data received: 2150400
[18:13:30]  [TCP] File data received: 2152448
[18:13:30]  [TCP] File data received: 2154496
[18:13:30]  [TCP] File data received: 2156544
[18:13:30]  [TCP] File data received: 2158592
[18:13:30]  [TCP] File data received: 2160640
[18:13:30]  [TCP] File data received: 2162688
[18:13:30]  [TCP] File data received: 2164736
[18:13:30]  [TCP] File data received: 2166784
[18:13:30]  [TCP] File data received: 2168832
[18:13:30]  [TCP] File data received: 2170880
[18:13:30]  [TCP] File data received: 2172928
[18:13:30]  [TCP] File data received: 2174976
[18:13:30]  [TCP] File data received: 2177024
[18:13:30]  [TCP] File data received: 2179072
[18:13:30]  [TCP] File data received: 2181120
[18:13:30]  [TCP] File data received: 2183168
[18:13:30]  [TCP] File data received: 2185216
[18:13:30]  [TCP] File data received: 2187264
[18:13:30]  [TCP] File data received: 2189312
[18:13:30]  [TCP] File data received: 2191360
[18:13:30]  [TCP] File data received: 2193408
[18:13:30]  [TCP] File data received: 2195456
[18:13:30]  [TCP] File data received: 2197504
[18:13:30]  [TCP] File data received: 2199552
[18:13:30]  [TCP] File data received: 2201600
[18:13:30]  [TCP] File data received: 2203648
[18:13:30]  [TCP] File data received: 2205696
[18:13:30]  [TCP] File data received: 2207744
[18:13:30]  [TCP] File data received: 2209792
[18:13:30]  [TCP] File data received: 2211840
[18:13:30]  [TCP] File data received: 2213888
[18:13:30]  [TCP] File data received: 2215936
[18:13:30]  [TCP] File data received: 2217984
[18:13:30]  [TCP] File data received: 2220032
[18:13:30]  [TCP] File data received: 2222080
[18:13:30]  [TCP] File data received: 2224128
[18:13:30]  [TCP] File data received: 2226176
[18:13:30]  [TCP] File data received: 2228224
[18:13:30]  [TCP] File data received: 2230272
[18:13:30]  [TCP] File data received: 2232320
[18:13:30]  [TCP] File data received: 2234368
[18:13:30]  [TCP] File data received: 2236416
[18:13:30]  [TCP] File data received: 2238464
[18:13:30]  [TCP] File data received: 2240512
[18:13:30]  [TCP] File data received: 2242560
[18:13:30]  [TCP] File data received: 2244608
[18:13:30]  [TCP] File data received: 2246656
[18:13:30]  [TCP] File data received: 2248704
[18:13:30]  [TCP] File data received: 2250752
[18:13:30]  [TCP] File data received: 2252800
[18:13:30]  [TCP] File data received: 2254848
[18:13:30]  [TCP] File data received: 2256896
[18:13:30]  [TCP] File data received: 2258944
[18:13:30]  [TCP] File data received: 2260992
[18:13:30]  [TCP] File data received: 2263040
[18:13:30]  [TCP] File data received: 2265088
[18:13:30]  [TCP] File data received: 2267136
[18:13:30]  [TCP] File data received: 2269184
[18:13:30]  [TCP] File data received: 2271232
[18:13:30]  [TCP] File data received: 2273280
[18:13:30]  [TCP] File data received: 2275328
[18:13:30]  [TCP] File data received: 2277376
[18:13:30]  [TCP] File data received: 2279424
[18:13:30]  [TCP] File data received: 2281472
[18:13:30]  [TCP] File data received: 2283520
[18:13:30]  [TCP] File data received: 2285568
[18:13:30]  [TCP] File data received: 2287616
[18:13:30]  [TCP] File data received: 2289664
[18:13:30]  [TCP] File data received: 2291712
[18:13:30]  [TCP] File data received: 2293760
[18:13:30]  [TCP] File data received: 2295808
[18:13:30]  [TCP] File data received: 2297856
[18:13:30]  [TCP] File data received: 2299904
[18:13:30]  [TCP] File data received: 2301952
[18:13:30]  [TCP] File data received: 2304000
[18:13:30]  [TCP] File data received: 2306048
[18:13:30]  [TCP] File data received: 2308096
[18:13:30]  [TCP] File data received: 2310144
[18:13:30]  [TCP] File data received: 2312192
[18:13:30]  [TCP] File data received: 2314240
[18:13:30]  [TCP] File data received: 2316288
[18:13:30]  [TCP] File data received: 2318336
[18:13:30]  [TCP] File data received: 2320384
[18:13:30]  [TCP] File data received: 2322432
[18:13:30]  [TCP] File data received: 2324480
[18:13:30]  [TCP] File data received: 2326528
